cik,cusip6,cusip8
1080866.0,45172Q,45172Q10
841466.0,148885,14888510
34879.0,313549,31354910
732485.0,372917,37291740
704051.0,154647,15464710
1022080.0,698148,69814810
930420.0,775835,77583510
1037535.0,879422,87942210
923604.0,03838R,03838R10
1010138.0,233044,23304410
1042598.0,248335,24833510
70668.0,629430,62943010
749420.0,235204,23520410
1081316.0,129466,12946610
790528.0,783755,78375510
1024125.0,224137,22413710
1011064.0,86769L,86769L10
915016.0,638560,63856010
947116.0,41145C,41145C10
1090071.0,736126,73612610
785161.0,394797,394797
857121.0,225270,22527010
929545.0,445467,44546710
101063.0,170032,170032
1027278.0,037548,03754810
866706.0,269030,26903020
860194.0,768020,76802010
769589.0,232809,23280910
944739.0,676615,676615
89902.0,829039,82903910
704051.0,404681,40468110
1001171.0,111443,11144310
352747.0,904753,90475310
803016.0,032101,03210110
927456.0,14166W,14166W10
875173.0,833960,83396010
21212.0,189873,18987310
1009657.0,406069,40606910
920445.0,543374,54337497
912183.0,229990,22999098
1077945.0,74154N,74154N10
1051821.0,162816,16281610
1005387.0,37245R,37245R10
43952.0,397838,39783810
900748.0,79971E,79971E20
78716.0,723686,72368610
77551.0,69332S,69332S10
1003383.0,595150,59515010
909298.0,595232,59523210
1064531.0,294409,29440910
925779.0,248225,24822510
1094087.0,46622G,46622G10
104174.0,931154,93115410
1012704.0,903512,90351210
355429.0,743674,74367420
846538.0,019782,01978210
911004.0,358438,35843810
1066134.0,474025,474025
1003956.0,971426,97142610
1047118.0,45669P,45669P10
766421.0,116591,11659109
937293.0,637194,63719440
863204.0,457659,45765970
934936.0,67060V,67060V10
825703.0,72764T,72764T10
1080088.0,874263,87426310
833081.0,741541,74154110
1003989.0,237015,23701510
875404.0,316866,31686610
773840.0,019512,01951210
719241.0,208464,20846440
874396.0,531926,53192610
1001627.0,18272M,18272M10
896157.0,828654,82865420
1065088.0,483600,48360010
946366.0,541198,54119810
839923.0,92857T,92857T10
717014.0,005113,00511310
814453.0,651195,65119530
313798.0,005313,00531320
799208.0,024757,02475710
819977.0,290843,29084310
1076643.0,106372,10637210
1062184.0,590080,59008010
37912.0,344775,34477520
1068892.0,110448,11044810
1024645.0,888289,88828910
883420.0,29264K,29264K10
913610.0,801003,80100310
823768.0,94106K,94106K10
1023973.0,681969,68196910
720031.0,204682,20468210
1011418.0,46114R,46114R10
702162.0,638539,63853940
704051.0,436255,43625510
1047122.0,39054K,39054K10
773723.0,419141,41914130
1011006.0,690337,69033710
1060749.0,499067,49906710
942319.0,421959,42195910
889127.0,092477,09247710
914749.0,12476P,12476P20
771790.0,858147,85814710
922224.0,693499,69349910
1019737.0,592903,59290310
1070042.0,040222,04022210
63276.0,677081,67708170
88974.0,817265,81726510
1013243.0,037939,03793910
1007304.0,20589R,20589R10
848551.0,564910,56491010
1007304.0,000205,00020589
275695.0,577081,57708110
923408.0,36541P,36541P10
925558.0,94856P,94856P10
930667.0,92923H,92923H81
90811.0,030096,03009610
776867.0,964126,96412610
930667.0,92923H,92923H82
930667.0,92923H,92923H40
82405.0,756027,75602710
318771.0,368710,36871030
919869.0,L20708,L2070810
930667.0,92923H,92923H86
1334036.0,123113,123113
866829.0,106991,10699167
887921.0,761525,76152570
1538375.0,999999,999999
920112.0,897955,897955
1365662.0,406558,406558
946823.0,461021,461021
880115.0,357597,357597
1100663.0,286143,286143
1204560.0,553274,55327410
1100663.0,118550,118550
948642.0,136010,13601080
886125.0,239131,23913134
1100663.0,362484,362484
1159152.0,226786,22678684
1045150.0,67623R,67623R10
1095052.0,422639,42263978
1090116.0,67071L,67071L70
1355444.0,337080,33708088
1085770.0,120913,120913
1381197.0,121113,121113
1772016.0,B134E0,B134E0
1627014.0,146081,14608177
1136869.0,162216,16221688
1524472.0,140549,14054904
1331875.0,197566,19756627
1069533.0,389051,389051
1441816.0,123120,12312019
1575515.0,116425,11642500
1022837.0,841953,84195306
906107.0,411884,41188480
806279.0,192025,19202510
1467623.0,169948,16994862
1466258.0,169790,16979000
1437071.0,267257,26725703
1605607.0,69924R,69924R10
1053507.0,321186,32118657
1125259.0,116257,11625735
1078271.0,167233,16723370
731766.0,682805,68280505
34088.0,282620,28262083
1138118.0,268100,26810046
1058623.0,231082,23108280
1620280.0,292219,29221902
1659166.0,224277,22427734
842180.0,421534,42153483
1398987.0,187123,18712330
1539838.0,108451,10845128
1576018.0,122860,12286057
718877.0,499019,49901970
1633917.0,740913,74091392
1308606.0,526444,526444
1772757.0,25258L,25258L10
1121788.0,132194,13219468
1517022.0,102611,10261147
1111711.0,318323,31832354
922224.0,582395,58239595
1623613.0,431374,43137448
1121702.0,98585k,98585k86
1575965.0,143013,14301329
1033767.0,Y92370,Y9237010
913341.0,165978,165978
879101.0,395778,39577835
924822.0,600551,60055120
1530721.0,104598,10459870
1141391.0,664139,66413900
92230.0,921753,92175346
806968.0,939457,93945746
928022.0,614199,61419944
1000184.0,693068,69306896
1109357.0,724000,72400077
1555280.0,415636,41563670
1166691.0,321529,32152924
1571949.0,390626,39062660
1372612.0,111648,11164870
1647338.0,398132,39813210
1398659.0,115880,11588088
1334978.0,3333px,3333px
875045.0,156586,15658641
1099219.0,690130,69013076
741390.0,598511,59851110
756620.0,594984,59498459
1278027.0,104394,10439491
14846.0,055645,05564530
909108.0,258076,258076
882184.0,346388,34638871
70318.0,126321,12632145
1399529.0,253031,25303110
39899.0,254940,25494076
1061574.0,123579,12357919
1288469.0,106899,10689995
764195.0,103373,10337329
906163.0,315674,315674
1442145.0,125736,12573604
879169.0,152100,15210086
72741.0,288500,28850036
783325.0,296413,29641382
1090012.0,298431,29843172
818479.0,156174,15617467
1636286.0,712706,71270620
310158.0,190783,19078322
1065332.0,100953,10095342
1689796.0,136663,13666396
839923.0,213858,21385830
1472787.0,124972,12497205
1070154.0,182690,18269069
896159.0,326023,32602335
1060349.0,361438,36143810
1372020.0,390607,39060710
1569187.0,105037,10503793
835403.0,166511,16651160
1253986.0,038923,038923
855654.0,121819,12181989
1163739.0,563028,56302802
1286043.0,144768,14476856
88790.0,601851,601851
70415.0,912490,912490
1478242.0,146857,14685767
1025835.0,293712,29371210
4447.0,187278,18727842
866829.0,215216,21521695
1631650.0,00900T,00900T10
1487952.0,794923,794923
1020569.0,213190,21319069
1031316.0,190126,19012654
1564708.0,275672,27567223
1012100.0,108825,10882552
1601046.0,173707,17370702
1593936.0,125651,12565107
1593538.0,197634,19763481
1749723.0,M11111,M1111111
707886.0,909839,90983910
1364250.0,200381,20038124
1100663.0,46434v,46434v40
314489.0,319383,31938320
1128361.0,186822,18682266
1578845.0,208077,20807793
919012.0,187306,18730639
78128.0,233687,23368775
1418819.0,151189,15118915
1373715.0,149642,14964220
857005.0,119105,11910555
766704.0,422273,42227377
1077183.0,155891,15589132
928340.0,770285,770285
1282648.0,40537Q,40537Q80
1609702.0,159578,15957863
1056943.0,711040,71104010
1564584.0,670677,67067710
1100663.0,271235,271235
1576280.0,C4919E,C4919E
1070304.0,808365,80836581
826154.0,687380,68738010
1335730.0,161659,16165950
1679688.0,322743,32274330
1126328.0,232763,23276309
783412.0,233912,23391210
96223.0,257894,25789476
1465128.0,176065,17606586
1331875.0,174548,17454836
1674910.0,171953,17195330
1358071.0,140927,14092716
1673358.0,307267,30726735
876378.0,976927,976927
816761.0,114248,11424840
1050915.0,126163,12616328
1561743.0,494577,49457710
854560.0,390905,39090510
8146.0,412782,412782
1687229.0,460611,46061190
1132651.0,031001,03100110
1409493.0,120203,12020352
1099800.0,182007,18200799
821189.0,367526,36752689
1234006.0,376536,37653610
1418091.0,517533,51753333
1445930.0,218172,21817262
1116942.0,152512,15251278
1272830.0,323690,32369040
4281.0,339161,33916141
831547.0,188345,18834593
6201.0,232281,23228119
1100663.0,344341,344341
938323.0,558471,55847164
1437107.0,238419,23841933
27419.0,380161,38016168
33213.0,230195,23019574
1043604.0,284663,28466337
1276520.0,597922,59792202
104918.0,125123,12512357
1402057.0,117917,11791725
920465.0,503459,50345960
1045810.0,403142,40314221
315852.0,277042,27704255
1507385.0,897804,89780499
4127.0,123119,123119
1384905.0,201912,20191231
1269021.0,737010,73701010
43196.0,389375,38937510
1032975.0,118106,11810629
1368148.0,100118,10011823
1592000.0,29336U,29336U10
1626971.0,221015,22101510
1095651.0,106347,10634758
1720635.0,143535,14353576
1652044.0,200843,20084334
899923.0,127521,12752119
1752836.0,122536,12253603
1322505.0,709381,709381
314808.0,211224,21122486
1561387.0,737867,737867
785161.0,103964,10396478
1100663.0,930878,930878
708819.0,282887,28288730
1579684.0,194251,19425173
1100663.0,122836,12283679
1400897.0,231631,23163120
1032033.0,399238,39923855
736772.0,126128,12612810
708819.0,643467,643467
1065280.0,271798,27179842
1395942.0,157797,15779735
1767837.0,667881,667881
1770450.0,161690,16169030
1518832.0,373882,37388228
849146.0,934855,934855
25743.0,182591,18259143
1067428.0,416459,41645956
1521332.0,165953,16595315
1713334.0,999999,999999
1070412.0,220433,22043383
939767.0,318341,31834126
1156375.0,254661,25466139
1200375.0,192005,19200510
1360604.0,154537,15453743
350852.0,204149,20414910
1746109.0,382964,382964
901832.0,105075,10507599
922864.0,125391,12539197
1511337.0,231690,23169047
1108827.0,380421,38042122
1571776.0,164651,16465110
1100663.0,988586,988586
900075.0,5352AA,5352AA
1552033.0,157570,15757027
1289490.0,149422,14942284
1389050.0,214362,21436276
813828.0,376583,37658372
1688568.0,190797,19079721
868671.0,133695,13369514
1584509.0,148477,14847781
1069157.0,166613,16661376
63271.0,135855,13585514
1071255.0,381013,38101310
882104.0,107750,10775002
1492298.0,277210,27721095
1677703.0,206787,20678710
1326160.0,527467,52746741
927628.0,297984,29798479
880631.0,196064,19606456
1129137.0,261611,26161148
1437107.0,132327,13232733
909832.0,287085,28708563
1048477.0,130662,13066203
914208.0,387442,38744209
766701.0,164848,16484863
1076378.0,140278,14027899
721371.0,223285,22328512
1701732.0,021369,02136910
894315.0,108337,10833720
706129.0,440407,44040710
1090872.0,257143,25714357
1590717.0,185622,18562237
1571283.0,120641,12064178
1100663.0,105395,10539523
1100663.0,173578,17357823
1556593.0,263457,26345756
72903.0,517342,51734215
1393052.0,C1949C,C1949C36
217410.0,821080,82108049
814184.0,872307,87230710
895417.0,145465,14546506
939930.0,592786,592786
1731289.0,92243N,92243N10
912595.0,121589,12158993
1137789.0,187324,18732472
1531152.0,135866,13586649
929058.0,278075,27807510
1019695.0,100096,10009684
1403475.0,063425,06342510
1035002.0,336010,33601040
1318484.0,914112,914112
1109138.0,M11111,M1111111
862831.0,317585,31758540
830524.0,507772,507772
19617.0,209532,20953258
1126328.0,437872,43787210
1575515.0,124474,12447459
64040.0,190671,19067173
1306965.0,259040,25904082
1368458.0,139168,13916888
700565.0,320866,32086610
1748790.0,134625,13462559
732717.0,512914,51291468
1108524.0,632154,63215466
802681.0,117665,11766510
1728951.0,132352,13235222
1585689.0,187676,18767600
315293.0,166238,16623898
944809.0,361220,36122050
1521951.0,319390,31939010
1632127.0,441478,441478
796343.0,342261,34226146
1674101.0,36255F,36255F10
947484.0,300760,30076072
1739104.0,194524,19452458
1634038.0,74349J,74349J10
1281761.0,834584,83458417
1001316.0,88322Q,88322Q10
1045609.0,621272,62127266
1160106.0,469829,46982927
1130310.0,452705,45270508
1467858.0,993286,99328603
875320.0,211168,21116821
1050743.0,704699,70469910
5513.0,183150,18315039
1178819.0,557948,55794817
1652130.0,45826J,45826J10
1232384.0,87807B,87807B10
1018963.0,149502,14950247
1014111.0,377185,37718520
884887.0,122709,12270944
1666700.0,507650,50765002
1326801.0,158189,15818997
831259.0,113103,11310366
1489393.0,214780,21478057
1476034.0,591774,59177410
16918.0,125977,12597797
1711269.0,195100,19510056
1755672.0,660080,66008045
741516.0,027745,02774510
1174850.0,702795,702795
1594686.0,335783,33578325
1159036.0,120967,12096797
1122976.0,104141,10414151
765880.0,587221,58722132
16988.0,750726,75072644
1746037.0,M11111,M1111111
318819.0,030420,03042010
1519751.0,105154,10515474
879407.0,123609,12360958
1379785.0,06759L,06759L10
1263043.0,250512,25051282
1339970.0,M11111,M1111111
49938.0,123119,123119
1381640.0,585464,58546410
1048911.0,181071,18107196
1159508.0,116610,11661009
46080.0,12745e,12745e
1100663.0,537000,537000
2809.0,279159,27915973
715957.0,582719,58271901
1091667.0,111698,11169873
819913.0,912366,912366
1770883.0,122278,12227872
743367.0,066849,06684910
1038773.0,717099,717099
937966.0,294880,29488045
1070336.0,114049,11404974
1767837.0,694483,694483
769520.0,191231,191231
313216.0,825716,82571656
1587523.0,128386,12838619
1016169.0,036642,03664210
3570.0,144623,14462339
1499453.0,988935,988935
1707925.0,405532,40553205
1171264.0,167636,16763661
86312.0,220699,22069900
944148.0,124805,12480510
842518.0,251472,251472
868857.0,139019,13901989
1742924.0,224752,22475230
1601548.0,877427,877427
1306965.0,304097,30409788
1618732.0,320174,32017441
1420811.0,682163,68216310
1492633.0,244905,24490538
1561680.0,87265H,87265H10
1061630.0,113686,11368659
1370637.0,109051,10905122
1606440.0,575102,575102
753308.0,403134,40313416
1268896.0,568298,56829881
1692819.0,252587,25258765
949039.0,101908,10190825
1739566.0,G22707,G2270712
1075415.0,343870,34387024
1515673.0,M11111,M1111111
1425292.0,126633,12663310
911216.0,696077,69607740
1743745.0,395330,39533010
1378872.0,46138E,46138E73
830122.0,693366,69336620
1593034.0,352630,35263079
886982.0,198078,19807826
863064.0,946486,94648663
913341.0,172159,172159
833444.0,503830,50383086
1532961.0,808640,808640
930667.0,46434G,46434G77
4127.0,137025,13702500
886206.0,353469,35346910
1057706.0,315833,31583393
1592480.0,211171,21117110
1359711.0,251039,25103914
715153.0,102081,10208182
353278.0,107978,10797852
30697.0,168121,16812162
1341317.0,108621,10862110
1098972.0,103401,10340176
1623925.0,256949,25694944
1562463.0,320557,32055710
1468666.0,654422,654422
1161611.0,219379,21937923
1025996.0,117596,11759666
1517375.0,85209W,85209W10
1722380.0,68276W,68276W10
1339464.0,203612,20361210
58361.0,523768,52376810
357173.0,680277,68027710
1385280.0,131602,13160241
1498301.0,640006,640006
1506307.0,135310,13531060
1657201.0,46138J,46138J55
1451505.0,558483,55848379
1652044.0,196903,19690373
1780097.0,514499,514499
1492426.0,103554,10355459
23795.0,210226,21022610
730263.0,G20200,G2020021
1474903.0,684743,684743
1598014.0,293822,29382241
1732845.0,271713,27171345
77360.0,180475,18047557
1104188.0,83410S,83410S10
709337.0,309627,30962710
910631.0,502076,50207651
879764.0,163907,16390711
1553023.0,136573,13657390
908732.0,308756,30875610
1033767.0,707498,70749896
1034054.0,111481,11148165
910638.0,195083,19508356
1581068.0,343104,34310415
1308208.0,91388P,91388P10
1681459.0,227016,22701632
929869.0,177188,17718863
1446847.0,135415,13541545
1735438.0,G59665,G5966510
1159152.0,283626,28362694
1058057.0,422490,42249035
1395064.0,101327,10132799
891024.0,123119,123119
1123360.0,205789,20578958
1490906.0,100231,10023196
1578776.0,454432,454432
932787.0,507527,50752788
1138639.0,130663,13066352
858446.0,113016,11301622
1680247.0,131059,13105996
1071739.0,312754,31275413
811809.0,172005,17200510
1675820.0,197477,19747751
1657201.0,46138J,46138J54
215466.0,192108,19210850
1116578.0,181036,18103621
1466026.0,597742,59774210
1136893.0,418204,41820457
812074.0,137701,13770193
875622.0,090931,09093110
720005.0,F7536C,F7536C
1610601.0,235628,23562822
1375796.0,879181,87918110
318306.0,00289Y,00289Y10
1086222.0,118319,11831992
816761.0,110818,11081820
1163165.0,792590,79259064
1286225.0,2020fo,2020fo
714562.0,320218,32021810
1100663.0,46435g,46435g25
1624322.0,688645,688645
1597033.0,268119,26811910
1429937.0,120786,12078673
842183.0,142277,14227702
57083.0,209894,20989451
42888.0,X408WR,X408WR
67088.0,785205,78520517
1327688.0,683416,68341610
1452922.0,232899,23289950
792966.0,584683,584683
1070985.0,147261,14726109
1403161.0,125231,12523179
1705259.0,144069,14406985
1323404.0,443801,44380121
1389170.0,136624,13662454
902791.0,068463,06846310
1285785.0,259763,25976317
769218.0,149073,14907395
1100663.0,184154,184154
1690680.0,103412,10341287
59440.0,179770,17977063
849395.0,630871,63087144
891478.0,984849,98484911
1100663.0,464289,46428987
1074902.0,698502,698502
860730.0,210104,21010415
1730168.0,259398,25939870
1651308.0,A5953C,A5953C78
708781.0,999427,999427
799233.0,422347,42234710
716314.0,384556,38455610
77360.0,100557,10055705
47217.0,999033,99903361
1299130.0,120333,12033320
1178879.0,208561,20856107
1131399.0,376159,37615923
1740332.0,111559,11155978
1262039.0,108316,10831626
1562401.0,196779,19677974
1067491.0,222259,22225960
1274173.0,186857,18685728
764180.0,143230,14323074
1519401.0,900201,900201
1467760.0,258941,25894108
40729.0,307758,30775806
799850.0,545394,545394
1640428.0,810174,810174
1657201.0,46138J,46138J51
1479094.0,151553,15155342
944745.0,178867,17886710
1320414.0,171006,17100619
1140859.0,117628,11762803
1383312.0,103558,10355808
1096056.0,G5698W,G5698W11
110390.0,991205,99120529
1140536.0,117818,11781806
870385.0,143873,14387310
1464423.0,163271,16327194
1043277.0,122321,12232179
1504379.0,M20598,M2059810
1616314.0,58409L,58409L30
1688476.0,113829,11382934
66740.0,417136,41713628
743238.0,846819,84681910
830616.0,78402S,78402S10
1393311.0,163926,16392658
1328143.0,00548A,00548A10
1466593.0,689648,68964810
882796.0,121502,12150211
719413.0,422704,42270410
1100663.0,865289,865289
1036262.0,558997,558997
1423689.0,610647,61064769
1123658.0,191180,19118099
1172724.0,588748,58874873
1701605.0,615108,61510899
1645590.0,991546,99154681
1474098.0,185853,18585302
1657201.0,46138J,46138J53
1173420.0,180077,18007790
1786431.0,76171L,76171L10
701818.0,118678,11867894
796534.0,634865,63486510
1407623.0,200930,20093002
1140471.0,511091,51109162
1413507.0,78470V,78470V10
794367.0,288707,28870763
1222840.0,147827,14782715
1709505.0,08653C,08653C10
1625414.0,M11111,M1111111
1418121.0,172940,17294077
1611547.0,164651,16465138
1439404.0,481609,48160971
1535379.0,211070,21107006
1653087.0,M11111,M1111111
65984.0,173910,17391001
1577670.0,505743,50574310
1107421.0,124917,12491719
845982.0,745413,74541363
87347.0,914390,91439070
1046179.0,133521,13352168
24545.0,168290,16829034
874761.0,586907,58690741
1124804.0,212000,21200086
927653.0,136686,13668605
1080014.0,114980,11498046
1688941.0,350392,35039210
1113169.0,186855,18685535
1748790.0,920231,92023122
1635984.0,638517,63851710
1606366.0,268603,26860310
1214816.0,123119,123119
1725526.0,176362,17636238
1514705.0,128934,12893421
756894.0,152055,15205503
740260.0,370920,37092024
1551693.0,999999,999999
874499.0,123119,123119
1736946.0,119260,11926002
1122491.0,479570,47957005
886346.0,975033,975033
1303523.0,170313,17031372
879407.0,04280A,04280A10
1550695.0,71377E,71377E10
812348.0,156432,15643210
18349.0,150610,15061016
1731289.0,808080,808080
1053706.0,751781,751781
945394.0,189008,18900821
1590714.0,166653,16665313
750686.0,133034,13303410
28917.0,123119,123119
716605.0,708430,70843010
810958.0,172922,17292210
1049782.0,116792,11679274
1196501.0,135878,13587857
814052.0,296772,29677267
1025378.0,151081,15108162
1055160.0,298676,29867600
1622194.0,131699,13169910
1100663.0,464286,46428631
1578845.0,G0177J,G0177J10
1590560.0,M11111,M1111111
1178253.0,M11111,M1111111
1496671.0,M11111,M1111111
1108329.0,153118,15311898
712770.0,682406,68240610
846901.0,511637,51163710
97210.0,123119,123119
1057379.0,404609,40460910
1456346.0,180443,18044382
1481792.0,747301,74730110
1163653.0,201152,20115201
34956.0,599102,599102
1224608.0,198237,19823707
1089143.0,581758,581758
1089113.0,138946,13894607
1616862.0,118452,11845217
935419.0,596667,596667
1355444.0,545931,54593180
1458891.0,399710,39971039
1287865.0,633295,63329544
1606440.0,556593,556593
1100663.0,935000,935000
1599617.0,125742,12574278
1526629.0,23162T,23162T10
1070750.0,829555,82955526
1272842.0,617630,617630
1447599.0,158504,15850459
1508844.0,258490,25849091
717538.0,042744,04274410
1301787.0,637702,637702
1132597.0,403026,40302670
1434621.0,697404,697404
1308606.0,133665,13366537
1013131.0,150099,15009972
1575189.0,57665R,57665R10
893538.0,169320,16932030
1401564.0,922077,922077
1685040.0,101418,10141802
1685715.0,47009K,47009K10
1587523.0,49226D,49226D10
732712.0,317231,31723167
1022079.0,130936,13093605
1613103.0,109561,10956192
1413447.0,165607,16560729
1051470.0,300676,30067690
1326089.0,L871E1,L871E1
860546.0,126358,12635895
924613.0,311907,31190775
1113256.0,119127,11912777
1001082.0,197144,19714453
712534.0,320817,32081710
1581164.0,135714,13571416
857855.0,113101,11310123
312069.0,114901,11490116
885245.0,118440,11844010
1551152.0,985938,98593810
1109546.0,694552,69455210
1495240.0,376549,37654910
822663.0,458334,45833410
796505.0,815704,815704
1637207.0,202013,202013
1709164.0,517666,517666
1100663.0,151852,15185242
1572661.0,74255Y,74255Y88
1413507.0,390788,39078877
1021860.0,123119,123119
714395.0,373865,37386510
1723866.0,816120,81612030
1002047.0,171114,17111441
1100663.0,172799,17279935
1012139.0,150640,15064004
1100663.0,421600,421600
1323404.0,448094,44809401
1583648.0,720795,72079510
1594012.0,184141,18414109
1557142.0,106633,10663333
1370450.0,724503,724503
1594686.0,93964W,93964W10
1093691.0,215403,21540398
819913.0,875476,875476
1563888.0,39579V,39579V10
1419242.0,04878Q,04878Q86
740663.0,320734,32073410
912892.0,202438,20243842
858877.0,317188,31718852
1557860.0,L44385,L4438510
1004315.0,273303,27330386
1172494.0,563645,56364584
1510295.0,586136,58613661
1513761.0,142501,14250160
70866.0,117641,11764117
1601712.0,411897,41189773
921825.0,192424,19242418
1038773.0,688775,688775
352825.0,350060,35006010
1100663.0,170000,170000
1067428.0,412599,41259900
1426800.0,045396,04539610
1524741.0,114796,11479654
823768.0,335039,33503929
1326380.0,112717,11271702
1039765.0,259231,25923176
1726978.0,758065,758065
1419041.0,888846,88884610
1466085.0,163495,16349595
1490906.0,123119,123119
1100663.0,300045,300045
743316.0,219991,21999177
1333274.0,588056,58805610
1692787.0,02215L,02215L10
1419612.0,202002,20200213
1100663.0,157563,15756361
887028.0,226279,22627929
1404912.0,123119,123119
1120370.0,123119,123119
811808.0,651458,651458
1100663.0,252025,25202549
1173514.0,449172,44917210
1726978.0,781590,781590
313807.0,158640,15864000
791963.0,683797,68379710
1412270.0,141633,14163310
1005409.0,123119,123119
794170.0,022020,022020
1578776.0,435181,435181
313838.0,914847,91484762
9346.0,977937,977937
1648416.0,112298,11229807
1069533.0,405829,405829
795266.0,108232,10823295
1455863.0,137557,13755739
1494904.0,645401,645401
1580808.0,002121,00212110
1121404.0,819022,81902285
923796.0,146900,14690071
1655020.0,125319,12531931
1614184.0,188387,18838728
1670541.0,105620,10562077
1612875.0,38148G,38148G10
1169987.0,40434H,40434H10
1303942.0,123119,123119
1280263.0,G037AX,G037AX10
1357615.0,167130,16713027
1053706.0,805428,805428
1469372.0,553573,55357310
1574540.0,183509,18350999
1438231.0,851689,851689
1100663.0,308257,308257
1322505.0,686456,686456
917851.0,272614,27261421
1100663.0,316153,31615356
1616707.0,B57855,B5785560
719245.0,203458,20345832
1751783.0,123119,123119
1737806.0,722304,72230410
1551182.0,308296,30829649
1448431.0,938436,938436
1483510.0,106716,10671618
1585583.0,245496,24549610
1467373.0,449543,44954382
1100663.0,174477,17447724
1616741.0,70338W,70338W10
1522327.0,362761,362761
1604778.0,123119,123119
104169.0,123120,12312019
1701040.0,G1992S,G1992S10
844965.0,195029,19502995
1668428.0,216694,21669453
1605607.0,137129,13712930
899460.0,149430,14943086
1100663.0,670000,670000
1102266.0,15201P,15201P10
36029.0,157700,15770082
724004.0,704316,704316
1235010.0,172837,17283738
1650132.0,133594,13359433
1015820.0,235309,23530964
1612630.0,891945,891945
844059.0,531930,531930
1561680.0,176584,17658402
1089872.0,849529,849529
1191255.0,116524,11652444
1530249.0,123119,123119
1569994.0,123119,123119
1465740.0,174763,17476384
886986.0,353676,35367636
1100663.0,379287,379287
1533615.0,37954A,37954A20
928340.0,737225,737225
765207.0,745681,745681
842518.0,244563,244563
1561894.0,893251,893251
817473.0,274528,27452877
1124827.0,043020,04302014
1071371.0,353171,35317144
12208.0,052014,052014
23666.0,432589,43258910
1484478.0,36106P,36106P10
707179.0,100131,10013104
1271625.0,23324T,23324T10
1419139.0,73935L,73935L10
941138.0,903119,90311910
733269.0,052714,052714
1041657.0,008000,008000
1085734.0,008000,008000
1100663.0,464288,46428886
103379.0,008000,008000
872821.0,008000,008000
895417.0,008000,008000
876437.0,008000,008000
54441.0,361086,36108610
1048268.0,008000,008000
1381531.0,311207,311207
909111.0,667200,667200
906780.0,292052,29205210
866213.0,008000,008000
875357.0,05561Q,05561Q20
1261888.0,39136T,39136T10
1056087.0,008000,008000
51939.0,220873,22087310
896985.0,619903,61990310
1018979.0,03071H,03071H10
1391672.0,85528P,85528P10
853665.0,008000,008000
879993.0,008000,008000
898293.0,872411,872411
1336545.0,292577,29257710
1041934.0,268311,26831110
1383058.0,73936B,73936B50
1299688.0,684010,68401010
892534.0,M6706C,M6706C10
18926.0,008000,008000
793279.0,008000,008000
1062579.0,010510,01051086
809103.0,04059G,04059G10
1268984.0,962549,962549
1293200.0,008000,008000
1053112.0,139442,13944200
1015650.0,008000,008000
1050031.0,008000,008000
1350593.0,008000,008000
1332896.0,008000,008000
25445.0,008000,008000
1057436.0,008000,008000
1118148.0,008000,008000
1075247.0,008000,008000
902270.0,526262,52626210
935226.0,008000,008000
1001840.0,G82245,G8224510
919568.0,000919,00091956
1159281.0,008000,008000
1100663.0,485966,485966
902750.0,027649,02764910
356080.0,805551,80555105
828944.0,008000,008000
937941.0,69323K,69323K10
930667.0,563373,563373
1383151.0,684407,684407
885306.0,232577,23257720
1254595.0,008000,008000
1171218.0,661696,66169610
1289434.0,19239Y,19239Y10
1002638.0,311220,31122007
1295810.0,008000,008000
858655.0,008000,008000
1383529.0,46203e,46203e
1323115.0,14141A,14141A10
1393066.0,003687,00368710
1364089.0,164118,164118
1299901.0,314308,31430810
1325281.0,48562P,48562P10
1005699.0,008000,008000
1423542.0,999999,999999
1534701.0,386403,38640301
1438893.0,36465E,36465E10
1383729.0,999999,999999
1375151.0,98978l,98978l10
1356115.0,65340G,65340G10
1306965.0,174845,17484501
1464343.0,008000,008000
1163739.0,149005,14900591
1000184.0,742125,74212574
1085621.0,44928D,44928D10
816761.0,103831,10383133
1511337.0,123120,12312013
101829.0,615946,61594623
1362481.0,02082E,02082E10
891290.0,19247R,19247R10
805022.0,999999,999999
1000180.0,125125,12512520
1001082.0,123120,12312013
25232.0,2013sc,2013sc
1451505.0,213562,21356231
1413329.0,891327,89132748
1547282.0,121220,12122010
314808.0,134392,13439285
1283843.0,29101U,29101U20
827052.0,231889,23188992
882184.0,241681,24168197
773910.0,400599,40059983
933136.0,92936P,92936P10
320187.0,W12968,W12968
1055468.0,123120,12312013
1422862.0,123120,12312013
1439404.0,021414,021414
1024657.0,952355,95235510
936402.0,540306,54030642
1004315.0,219072,21907281
1361248.0,88165U,88165U10
1056288.0,123120,12312013
49071.0,124727,12472725
18230.0,365425,36542552
878927.0,2014sc,2014sc
1108524.0,316994,31699493
1576044.0,21414q,21414q
30554.0,574920,57492034
1509432.0,74972G,74972G10
21344.0,243187,24318780
1001250.0,1214rs,1214rs
1334478.0,123120,12312013
1452575.0,125500,12550016
40545.0,113486,113486
106535.0,437218,43721878
352541.0,112852,11285235
1454389.0,86181Q,86181Q30
813621.0,02341W,02341W10
733099.0,280750,28075011
790070.0,150338,15033857
69499.0,264275,26427578
77360.0,106914,10691464
865752.0,105411,10541153
1497253.0,68620A,68620A10
743988.0,152683,15268347
72444.0,090694,09069410
1428669.0,2014yo,2014yo
844150.0,123120,12312013
909112.0,880192,88019210
1079577.0,123120,12312013
310764.0,021414,021414
