cik,cusip6,cusip8
100030.0,872649,87264910
927721.0,846425,84642588
1004938.0,267920,26792020
812700.0,368145,36814510
107189.0,969133,96913310
1036629.0,090951,09095110
1045769.0,44913M,44913M10
806085.0,653520,65352010
40518.0,369487,36948710
913353.0,33761N,33761N10
16357.0,00650M,00650M10
86104.0,786429,78642910
64578.0,758944,75894410
1004125.0,48268R,48268R10
1002658.0,23427N,23427N10
1007330.0,743168,74316810
842519.0,694059,69405910
818682.0,413353,41335310
1020828.0,778162,77816210
311995.0,606592,60659220
14957.0,117421,11742110
1049606.0,20563P,20563P10
320345.0,594501,59450110
76744.0,704378,70437840
889211.0,655422,65542210
899689.0,929042,92904220
1030339.0,630075,63007510
1028985.0,755081,75508110
80255.0,903849,90384910
927362.0,69357H,69357H10
878314.0,824911,82491110
1000209.0,583928,58392810
1000694.0,670002,67000210
1042773.0,75952J,75952J10
1011738.0,683709,68370910
799089.0,456779,45677910
837991.0,92844S,92844S10
1101757.0,671059,67105910
78749.0,723877,72387710
1020999.0,868146,86814610
1084750.0,63935M,63935M10
1117398.0,81752M,81752M10
1020996.0,586002,58600210
1010397.0,718928,71892810
883324.0,74372Y,74372Y10
879993.0,266898,26689810
895810.0,74156D,74156D10
707606.0,871873,87187310
947484.0,011576,01157629
1067588.0,00461P,00461P10
1089567.0,281033,28103310
1002119.0,452334,45233410
1057293.0,92433a,92433a
109156.0,988858,98885810
803112.0,813114,81311410
1079182.0,653520,65352010
56824.0,498778,49877820
1037275.0,25385P,25385P10
930667.0,464287,46428759
1023052.0,535679,53567910
812910.0,320960,32096010
831861.0,206156,20615610
887568.0,989922,98992210
1058623.0,231082,23108210
749038.0,206710,20671020
704415.0,02649V,02649V10
854711.0,317492,31749210
1059786.0,604567,60456710
1022570.0,14147M,14147M10
812708.0,949702,94970210
893046.0,76009U,76009U10
14707.0,115736,11573610
1118941.0,92432a,92432a
1043914.0,368689,36868910
1120914.0,693282,693282
949968.0,356602,35660210
1102752.0,G3529L,G3529L10
1049521.0,589378,58937810
949872.0,284155,28415510
913140.0,059644,05964410
808918.0,377899,37789910
727273.0,127537,12753710
933974.0,11434A,11434A10
949876.0,65715D,65715D10
22252.0,200080,20008010
70033.0,635621,63562110
910468.0,339756,33975610
803227.0,461120,46112010
1051470.0,24366F,24366F20
317771.0,573284,57328410
937971.0,000973,00097310
805956.0,15115M,15115M10
60911.0,007548,00754810
1055454.0,807863,80786310
1058289.0,52886P,52886P10
11860.0,087509,08750910
902600.0,010196,01019610
1003464.0,29264P,29264P10
1023519.0,55270M,55270M10
797721.0,92552V,92552V10
920354.0,74339P,74339P10
930548.0,75621K,75621K30
314203.0,912023,91202320
907654.0,449163,44916330
900367.0,465855,46585510
1015922.0,M22465,M2246510
1001085.0,10549P,10549P60
1093802.0,65333U,65333U10
821189.0,26875p,26875p10
932696.0,45765U,45765U10
1032761.0,493308,49330810
1110009.0,36867W,36867W10
1458696.0,15911M,15911M10
51253.0,049909,049909
20629.0,125906,12590610
1539838.0,25278X,25278X10
1095052.0,72765Q,72765Q88
352998.0,87960W,87960W10
78128.0,229910,22991023
1209466.0,46137V,46137V86
1075607.0,87233Q,87233Q10
1694028.0,53115L,53115L10
805022.0,118230,11823010
1445305.0,98139A,98139A10
1720580.0,76133L,76133L10
1326089.0,Q8796J,Q8796J10
884217.0,87403A,87403A10
1372117.0,92913C,92913C10
1100663.0,780000,780000
1561550.0,23804L,23804L10
931336.0,242370,24237020
1351288.0,G4210C,G4210C10
1732845.0,96145D,96145D10
1637913.0,59870l,59870l10
1100663.0,169472,16947216
314808.0,G9402V,G9402V10
1624658.0,018119,01811910
1752836.0,119158,11915876
765880.0,585150,58515053
912595.0,121399,12139914
1767582.0,54951L,54951L10
1697862.0,M11111,M1111111
1100663.0,114496,11449652
1598646.0,M11111,M1111111
1527541.0,963025,96302570
824410.0,800363,80036310
1651407.0,162828,16282810
1722684.0,98311A,98311A10
93751.0,966387,96638740
1442236.0,M11111,M1111111
1090116.0,67071L,67071L81
1100663.0,363568,363568
1713923.0,47738D,47738D10
1274173.0,187859,18785940
1423689.0,00123Q,00123Q10
1333986.0,054561,05456110
1100663.0,46435u,46435u13
1224608.0,12621E,12621E10
1549966.0,828359,82835910
1723128.0,03168L,03168L10
1581164.0,30224P,30224P20
1712178.0,76761L,76761L10
1383055.0,46140H,46140H60
25743.0,88338N,88338N10
1771917.0,48576A,48576A10
1048982.0,042923,04292310
893227.0,902106,90210610
1163428.0,97111W,97111W10
1000234.0,450565,45056510
946154.0,492061,49206110
1126975.0,969491,96949110
772891.0,292866,29286610
716133.0,111620,11162010
735571.0,934648,93464830
754737.0,45031T,45031T10
895655.0,053102,053102
1070985.0,22025Y,22025Y20
1084945.0,24366F,24366F20
929987.0,401698,40169810
40730.0,370442,37044283
831259.0,35671D,35671D88
78100.0,693304,69330480
866787.0,533321,53332102
1061310.0,625367,62536710
860097.0,922122,92212210
1128928.0,343498,34349810
715273.0,983101,98310110
1163560.0,40051D,40051D20
1007594.0,000095,00009501
1068144.0,641234,64123410
886903.0,501052,50105210
1068848.0,745769,74576910
1060693.0,03235E,03235E10
1132327.0,457750,45775010
1068851.0,743606,74360610
1029142.0,268158,26815810
93319.0,853258,85325810
1043961.0,89365K,89365K20
772197.0,465823,46582310
1002517.0,80603P,80603P10
884713.0,22163N,22163N10
1124140.0,521300,521300
61478.0,000886,00088630
1066107.0,28336L,28336L10
723639.0,051503,05150310
1095266.0,981402,98140210
1160425.0,80556P,80556P30
36405.0,92204A,92204A70
1276520.0,37247D,37247D10
1323531.0,560305,56030510
785161.0,442111,442111
1209466.0,73935X,73935X75
807884.0,14754D,14754D10
9801.0,066821,06682110
908255.0,099724,09972410
1013761.0,00817Y,00817Y10
355622.0,783520,78352010
1370755.0,510827,510827
62709.0,571748,57174810
869087.0,572842,572842
909109.0,717528,71752810
906933.0,82567D,82567D10
1086319.0,367220,36722010
95366.0,867017,86701710
1070985.0,22025Y,22025Y30
1113148.0,254675,25467510
1017259.0,629294,62929410
1000697.0,941848,94184810
1280948.0,510827,510827
102909.0,92204A,92204A40
843964.0,422357,42235710
225648.0,092016,092016
39263.0,229899,22989910
918160.0,241967,24196751
1539894.0,540682,540682
1340736.0,27828N,27828N10
1317080.0,558268,55826810
1388430.0,904391,904391
1095052.0,169085,16908579
1364250.0,139157,13915797
1564822.0,092016,092016
107263.0,969457,96945710
1506928.0,999999,999999
1348911.0,141384,14138410
1286225.0,75606N,75606N10
1526160.0,G35569,G3556910
1589094.0,76658B,76658B10
789132.0,84760C,84760C10
1057083.0,832914,832914
1579684.0,64704V,64704V10
353278.0,837990,83799044
1100663.0,464288,46428826
1474735.0,368736,36873610
1100663.0,280000,280000
1635718.0,118201,11820168
1100663.0,152494,152494
1390478.0,106776,10677669
1474098.0,70509V,70509V10
1166003.0,L871E1,L871E1
1407739.0,26613Q,26613Q10
1270400.0,125472,12547220
914208.0,219760,21976015
1283699.0,367824,36782431
1115836.0,G67743,G6774310
68505.0,144016,14401640
1473597.0,78478V,78478V10
19353.0,161133,161133
1100663.0,122800,122800
890515.0,46132J,46132J
1097864.0,196701,19670147
1137789.0,G7945M,G7945M10
880893.0,46131L,46131L
1084752.0,134725,134725
312070.0,06738C,06738C79
95521.0,101754,10175406
895531.0,46132H,46132H
878079.0,844953,844953
1376139.0,12662P,12662P10
1521332.0,061512,061512
808362.0,210779,21077992
890196.0,09254F,09254F70
352363.0,316645,31664510
1465885.0,95790D,95790D10
1490892.0,21870Q,21870Q10
1506307.0,49456B,49456B10
1371217.0,29365M,29365M20
1459862.0,721872,721872
23795.0,288368,288368
914024.0,062012,062012
908993.0,46132E,46132E
877463.0,46131J,46131J40
1521332.0,061112,061112
201283.0,480418,48041892
893949.0,58502B,58502B10
1012139.0,681329,68132990
877649.0,46131K,46131K30
752642.0,794809,794809
880892.0,46131M,46131M30
90896.0,406969,406969
883265.0,46131T,46131T40
883269.0,46131R,46131R20
730716.0,890065,890065
1365662.0,18385P,18385P10
1255474.0,208956,20895612
88205.0,008000,008000
1606498.0,40650V,40650V10
1568669.0,70932B,70932B10
1564708.0,65249B,65249B10
1494530.0,33738E,33738E10
1292653.0,008000,008000
1623613.0,N59465,N5946510
1365160.0,257055,25705520
201461.0,103185,103185
1077771.0,224081,22408135
1438231.0,442373,442373
1100663.0,331159,331159
750686.0,505010,505010
948545.0,465353,46535310
1100663.0,774019,774019
1288776.0,38259P,38259P70
1137861.0,103120,10312015
1173514.0,601485,601485
1164727.0,536382,53638255
1100663.0,221041,221041
1100663.0,142412,14241234
351834.0,8676EP,8676EP10
1100663.0,188041,188041
1100663.0,248041,248041
1042810.0,008000,008000
1047884.0,008000,008000
1028215.0,482564,48256410
1043337.0,008000,008000
1364962.0,008000,008000
1174922.0,139845,13984544
1557421.0,008000,008000
1598968.0,03673L,03673L10
1772016.0,147123,14712300
1336917.0,904311,90431120
45919.0,416196,41619620
1070985.0,21871N,21871N10
1746109.0,443502,443502
1358762.0,75615P,75615P10
763901.0,733174,73317470
816761.0,103435,10343563
1100663.0,46436e,46436e33
1852244.0,36262G,36262G10
1679688.0,25401t,25401t10
1012019.0,781846,78184620
1645194.0,52468L,52468L87
1411207.0,01973R,01973R10
926282.0,00486h,00486h10
1706431.0,133841,13384194
906345.0,083122,083122
1100663.0,456777,456777
1423774.0,98983V,98983V10
1551950.0,19761L,19761L80
1100663.0,464288,46428827
1418819.0,46269C,46269C10
1561550.0,145146,14514650
4281.0,443201,44320110
1161611.0,196995,19699535
1516212.0,78470P,78470P30
1722271.0,M11111,M1111111
1100663.0,Y292ZX,Y292ZX
1404912.0,360974,36097470
1595527.0,649439,64943920
1404912.0,Y292ZX,Y292ZX
1478069.0,M44444,M4444444
1316463.0,18914C,18914C10
721371.0,289461,28946151
1493566.0,M44444,M4444444
1853860.0,296006,29600610
1770787.0,88025U,88025U10
1332551.0,00489Q,00489Q10
1167379.0,322092,32209227
885550.0,225310,22531010
895126.0,165167,16516773
1419041.0,34962G,34962G10
931148.0,384313,38431350
1363438.0,33731K,33731K10
1478320.0,00650F,00650F10
765880.0,083122,083122
1518621.0,68571x,68571x10
1014739.0,182972,18297262
1877322.0,29605J,29605J10
1560385.0,531229,53122988
1704715.0,020764,02076410
1100663.0,46436e,46436e32
1316835.0,159406,15940687
912615.0,531229,53122988
1725255.0,143593,14359374
1560385.0,917047,91704710
1100663.0,46429b,46429b60
1260729.0,36242H,36242H30
1208211.0,78355W,78355W86
1208211.0,78355W,78355W82
734383.0,922908,92290855
319156.0,229675,22967510
1205727.0,149847,14984710
1064642.0,78464A,78464A86
1111632.0,05379X,05379X20
1174527.0,17285T,17285T10
1466258.0,G47791,G4779110
17797.0,144141,14414130
1408198.0,55354G,55354G10
1064642.0,78464A,78464A41
794105.0,921937,92193782
1356115.0,43005Q,43005Q10
769874.0,759543,75954320
1208211.0,78355W,78355W84
1100663.0,464287,46428770
1073429.0,90333L,90333L10
892534.0,M4146Y,M4146Y10
1022974.0,243586,24358610
1383496.0,33734X,33734X13
1329394.0,82706C,82706C10
1406251.0,961443,96144310
1383496.0,33734X,33734X12
100826.0,906548,90654860
1064641.0,81369Y,81369Y80
1383496.0,33734X,33734X10
1379384.0,092508,09250830
930667.0,464286,46428663
1383496.0,33734X,33734X15
1378872.0,73936Q,73936Q10
1295947.0,74112D,74112D10
721083.0,832110,83211010
1399855.0,132863,13286310
1385157.0,H8912P,H8912P10
896159.0,H0023R,H0023R10
1226308.0,23335C,23335C10
1394220.0,766883,76688310
1428205.0,042315,04231510
1137360.0,57060U,57060U84
1104789.0,92858J,92858J10
1058083.0,449934,44993410
1350487.0,97717W,97717W13
1010775.0,60467R,60467R10
878198.0,670979,67097920
1097668.0,67070T,67070T20
1057689.0,140288,14028810
1465112.0,25490A,25490A10
794105.0,921937,92193779
52848.0,92204A,92204A87
1386198.0,586264,58626410
1195737.0,670657,67065720
1355096.0,53071M,53071M50
1100663.0,464288,46428812
1100663.0,464288,46428851
1450011.0,72201R,72201R30
1301063.0,265293,26529342
1074433.0,455976,455976
1460235.0,612916,612916
701818.0,149166,14916654
1005757.0,25030W,25030W10
918386.0,102530,10253025
1424847.0,151253,15125363
859737.0,307285,30728556
14195.0,012012,012012
1022225.0,68375Q,68375Q40
1350487.0,97717W,97717W42
1459862.0,725312,725312
1258754.0,05969A,05969A10
891024.0,455976,455976
1159297.0,198247,19824715
1318220.0,74339g,74339g10
1495320.0,92335C,92335C10
703360.0,778095,77809525
1175580.0,132509,13250946
807863.0,606710,60671020
1104349.0,139594,13959410
928658.0,22284P,22284P10
1470795.0,455976,455976
895450.0,969203,96920310
1013131.0,406515,40651552
1023131.0,222816,22281610
1088142.0,317485,31748510
1490412.0,G93285,G9328510
718789.0,825549,82554910
1255474.0,118559,11855907
1279695.0,011912,011912
766701.0,14067E,14067E50
1044583.0,969455,96945540
1270985.0,455976,455976
916314.0,947621,94762120
1091748.0,G0464B,G0464B10
1467027.0,226553,22655310
1467373.0,G1151C,G1151C10
1064728.0,299309,29930987
862510.0,008000,008000
918608.0,701231,70123149
1522420.0,455976,455976
1044590.0,458786,45878610
97216.0,124578,12457802
1406591.0,314162,31416210
1333170.0,67072V,67072V10
1333493.0,008000,008000
1360530.0,92849E,92849E10
1099590.0,587733,587733
1251769.0,548910,54891010
1205727.0,008000,008000
946581.0,105943,10594307
1379895.0,26817G,26817G30
1326205.0,45408X,45408X10
1376139.0,008000,008000
1401923.0,56509R,56509R10
877422.0,846822,84682210
1088825.0,157911,15791156
1127703.0,008000,008000
1112412.0,29259G,29259G20
745308.0,175875,17587527
1375205.0,182517,18251784
1066113.0,879246,87924610
1412109.0,455976,455976
1074952.0,67066Y,67066Y60
946840.0,102015,10201551
882235.0,008000,008000
836106.0,008000,008000
852954.0,25264C,25264C10
103730.0,150003,15000384
74303.0,122578,12257851
1487999.0,G79978,G7997810
1452477.0,76970B,76970B10
910322.0,104737,10473718
858446.0,008000,008000
1070412.0,268629,26862947
1042825.0,73930R,73930R10
1290903.0,290138,29013820
1139313.0,397463,39746339
853770.0,59318R,59318R10
1317577.0,721283,72128310
1488479.0,03512Q,03512Q20
1096376.0,008000,008000
1365216.0,008000,008000
911971.0,008000,008000
1389797.0,455976,455976
1127703.0,74267C,74267C10
809173.0,552737,55273710
350403.0,69336T,69336T10
1268039.0,68619E,68619E20
1470699.0,008000,008000
1140859.0,265350,26535004
1051512.0,008000,008000
1289236.0,166812,16681240
354869.0,109786,10978687
276283.0,299096,29909610
926326.0,008000,008000
1296391.0,880346,88034610
1071265.0,530710,53071015
1286597.0,243753,24375387
923796.0,36159R,36159R10
37808.0,141358,14135823
1292556.0,73179V,73179V10
2809.0,181612,18161284
921691.0,193294,19329410
1041577.0,00207R,00207R10
1401667.0,0161sc,0161sc13
1023514.0,594358,59435818
1121788.0,300845,300845
1361538.0,74164F,74164F10
1229876.0,09255J,09255J10
1507934.0,530322,53032210
1456346.0,144489,14448976
937136.0,252150,25215047
1130498.0,687811,68781139
1082526.0,80908T,80908T10
1203464.0,575473,57547314
949158.0,225223,22522330
1739566.0,918090,91809010
1730430.0,5269c1,5269c101
1671502.0,333333,333333
1492633.0,G6518L,G6518L10
1591670.0,31154r,31154r10
716643.0,758932,75893210
1401708.0,63009R,63009R10
1522540.0,57142b,57142b10
1434621.0,52603b,52603b10
1866633.0,20848v,20848v10
1820721.0,04271t,04271t10
1826000.0,51818V,51818V10
726728.0,756109,75610910
1820721.0,132135,13213521
1653482.0,37637k,37637k10
1100663.0,464287,46428718
91928.0,838518,83851810
1819113.0,808644,80864410
1213037.0,844159,844159
1100663.0,464287,46428732
1509589.0,17888H,17888H10
1468327.0,76010Y,76010Y10
1575828.0,N3144W,N3144W10
1617640.0,98954M,98954M10
1378872.0,46138E,46138E29
1681459.0,G87110,G8711010
1569650.0,06417N,06417N10
1760717.0,295616,295616
1043604.0,344302,34430237
1100663.0,139289,13928952
1841968.0,M44444,M4444444
1820302.0,05759B,05759B10
1766368.0,578605,57860510
750004.0,80874p,80874p10
1439404.0,544525,54452575
1664998.0,49926T,49926T10
1509261.0,M11111,M1111111
1325702.0,55933J,55933J20
1524513.0,424964,424964
750004.0,101162,10116289
1100663.0,387605,387605
1524513.0,46431w,46431w59
1813756.0,96209a,96209a10
1100663.0,46436e,46436e45
1760717.0,809087,80908710
1439404.0,98986t,98986t10
1100663.0,197573,197573
1704292.0,G9887T,G9887T10
1100663.0,46436e,46436e67
1448431.0,68401u,68401u20
1712923.0,39572G,39572G10
1100663.0,46435u,46435u47
704562.0,05368m,05368m10
919239.0,815611,81561122
1049210.0,628755,628755
1070154.0,744028,74402810
1052595.0,936096,936096
859070.0,966541,966541
1100663.0,464288,46428871
887028.0,215420,21542096
1375151.0,98978L,98978L10
729986.0,909907,90990710
1100663.0,297928,297928
1336920.0,170327,17032743
791519.0,333652,33365247
1100663.0,713300,713300
1195737.0,670657,67065760
1169028.0,09249K,09249K30
1199004.0,31423P,31423P40
892992.0,67061W,67061W30
1083839.0,67066V,67066V70
764478.0,168333,16833365
1362988.0,G0129K,G0129K10
908993.0,46132E,46132E85
826083.0,769978,76997809
902731.0,09247C,09247C20
1140536.0,G96666,G9666610
350797.0,278265,27826510
885725.0,739833,73983388
1202806.0,31423M,31423M40
1156375.0,146659,14665909
1479094.0,85254J,85254J10
890897.0,67101Q,67101Q40
1232863.0,09255F,09255F30
1126294.0,37244E,37244E10
1404636.0,65440N,65440N10
1490281.0,399473,39947310
895531.0,46132H,46132H60
902717.0,09247E,09247E10
894146.0,46130L,46130L60
1386278.0,39304D,39304D10
898618.0,46031M,46031M50
800166.0,471363,47136319
919991.0,208033,20803354
1318008.0,989817,98981710
1535929.0,100465,10046507
352825.0,166068,166068
1057058.0,008000,008000
912093.0,234438,23443879
1302215.0,441593,44159310
1014111.0,823581,823581
1413447.0,N6596X,N6596X10
1100663.0,375600,375600
1143068.0,391164,39116410
1613780.0,23306J,23306J10
1429937.0,100952,10095272
1490660.0,57063L,57063L10
1570585.0,G5480U,G5480U15
1580185.0,46618D,46618D10
883943.0,849330,849330
916457.0,131347,13134730
1178253.0,811292,81129210
1466301.0,189464,18946410
904080.0,861642,86164230
921825.0,141394,14139436
1597680.0,48138L,48138L10
1290900.0,770979,770979
1378872.0,73936Q,73936Q81
1401680.0,21925Y,21925Y10
844161.0,280765,280765
18396.0,944746,944746
1642122.0,289956,289956
1565337.0,883211,88321110
817135.0,380748,380748
1594617.0,50420D,50420D10
1021635.0,201358,20135863
880631.0,138235,13823525
1066923.0,83086T,83086T30
1100663.0,251672,25167298
1001385.0,246167,246167
904080.0,154737,154737
1019671.0,717021,717021
1637761.0,400455,400455
1297336.0,75525F,75525F10
1597835.0,163075,16307510
1137887.0,67070X,67070X
1407623.0,76131N,76131N10
817473.0,101211,101211
1298675.0,91274F,91274F10
1417961.0,921564,92156410
72903.0,98389B,98389B30
1468516.0,00184X,00184X10
1105705.0,516657,51665741
1257803.0,999999,999999
1100663.0,464287,46428771
1456346.0,136649,13664928
1376972.0,G6647N,G6647N10
895126.0,316913,31691362
1139463.0,798155,798155
891103.0,44919P,44919P50
931148.0,101111,101111
872448.0,227597,22759799
803649.0,008000,008000
1334478.0,093020,09302011
1167470.0,09249P,09249P
791519.0,855030,85503010
1281761.0,7591EP,7591EP10
1090116.0,67071L,67071L
920448.0,111412,11141210
1169028.0,09249K,09249K
1091862.0,163893,16389320
1137887.0,67070X,67070X30
885712.0,67101R,67101R30
1185348.0,73640Q,73640Q10
1171759.0,290621,290621
1708493.0,940475,940475
1253176.0,922107,92210710
1829426.0,590000,590000
1067294.0,22410J,22410J10
719135.0,524729,524729
1342423.0,532746,53274610
1034842.0,766559,76655960
1377121.0,74366E,74366E10
1689548.0,74006W,74006W10
1556593.0,229491,22949117
1410098.0,637778,637778
1701108.0,690753,690753
1341235.0,974947,974947
1398805.0,169656,169656
1820875.0,49714k,49714k20
873860.0,675746,67574660
1910851.0,77634l,77634l10
1651944.0,24984K,24984K10
1699382.0,69353Y,69353Y10
850261.0,83587F,83587F20
1668243.0,340412,340412
1002638.0,131879,13187981
1842937.0,42600h,42600h20
1562565.0,316188,31618888
1645460.0,831925,831925
24090.0,174740,17474010
930667.0,464286,46428675
1116578.0,278930,27893030
1722271.0,782709,782709
350868.0,756844,756844
1123494.0,416906,41690610
1651944.0,484692,484692
1108205.0,231269,23126920
1530249.0,125711,125711
778164.0,021513,02151310
1420720.0,451033,45103320
1796280.0,799341,799341
1290900.0,202608,20260810
1593034.0,186330,18633065
1610601.0,423403,42340310
901832.0,157391,15739130
1404644.0,910832,910832
1806310.0,877619,87761910
1162027.0,01864U,01864U10
1178711.0,699374,69937430
25743.0,88338n,88338n20
1100663.0,231188,231188
1840439.0,866997,866997
915779.0,234264,23426410
793040.0,289074,28907410
1446847.0,268950,26895087
1061027.0,542431,542431
1326190.0,962184,962184
1138723.0,004397,00439710
1175483.0,262077,26207710
771266.0,500600,50060010
808326.0,290846,29084620
918541.0,629337,62933710
1634117.0,698109,698109
1495320.0,748253,748253
1579823.0,650194,65019410
1762303.0,476890,476890
315709.0,459044,45904410
1815442.0,501575,50157510
1320461.0,805849,805849
788784.0,744573,74457310
949157.0,156431,15643110
1433270.0,130323,13032321
1528115.0,961043,961043
1808834.0,74319R,74319R10
1562528.0,141865,14186539
1213037.0,671967,671967
320340.0,100675,100675
930667.0,46434g,46434g76
1671818.0,278740,278740
37472.0,339382,33938210
1850699.0,806941,80694121
1377630.0,635309,63530910
934549.0,003881,00388130
1593548.0,846679,846679
315852.0,249001,24900165
784977.0,736508,73650884
1597033.0,398868,39886861
849399.0,668771,66877110
1787297.0,702712,70271210
1609809.0,M11111,M1111111
1485003.0,817763,81776310
1056285.0,497498,49749810
733269.0,53815P,53815P10
1808997.0,258156,258156
1430306.0,890260,89026086
810332.0,590479,59047913
1661998.0,438083,43808310
749660.0,371417,371417
1729149.0,967193,967193
1175151.0,744958,744958
1713832.0,294474,294474
764065.0,185899,18589910
1419041.0,214043,214043
724910.0,629445,62944520
1799332.0,737967,737967
1100663.0,379665,379665
1089907.0,78501P,78501P20
716006.0,985510,98551010
10329.0,070203,07020310
105319.0,9826P1,9826P101
1007587.0,377649,377649
1801777.0,961466,961466
74046.0,677864,67786410
1434647.0,488445,48844520
1651561.0,873379,87337910
1650664.0,28106W,28106W10
1267813.0,941311,941311
742112.0,461203,46120310
880807.0,030111,03011120
1227636.0,420566,420566
1082038.0,266605,26660510
1239819.0,550351,55035110
1078207.0,522982,522982
1710155.0,130411,13041150
891038.0,09255G,09255G50
1298675.0,043020,04302015
1089821.0,09248R,09248R30
1051512.0,119603,11960341
1100663.0,46432F,46432F37
1511337.0,135134,13513471
102426.0,101507,10150710
38984.0,82670K,82670K20
1105184.0,63009F,63009F10
1509190.0,03874P,03874P10
1282648.0,40537Q,40537Q20
874396.0,676328,676328
1378872.0,043020,04302015
1273441.0,131034,13103418
1494558.0,008000,008000
1518419.0,127844,12784414
899460.0,191374,19137425
1100663.0,462561,462561
1100663.0,46434V,46434V46
1562476.0,87724P,87724P10
913165.0,683409,683409
1492426.0,G4617B,G4617B10
1512499.0,14056V,14056V10
1368358.0,G1790J,G1790J10
893538.0,166495,16649565
1756497.0,15912K,15912K10
860748.0,488401,48840110
1127371.0,155685,15568510
743316.0,216532,21653203
1772695.0,115100,11510034
1123452.0,40051E,40051E20
1764925.0,83088V,83088V10
1633438.0,V0393H,V0393H10
1744489.0,254687,25468710
1075415.0,25525P,25525P10
55529.0,492854,49285410
833444.0,G51502,G5150210
922864.0,03748R,03748R74
1113169.0,74144T,74144T10
1048477.0,147668,14766892
1702780.0,02156K,02156K10
1332943.0,92912R,92912R10
933034.0,863111,86311110
1690437.0,38748G,38748G10
1427570.0,67424L,67424L20
1640428.0,30041R,30041R10
1334647.0,36237H,36237H10
1001082.0,160925,16092573
1651308.0,G1146Y,G1146Y10
1022079.0,114642,11464215
1739104.0,28414H,28414H10
1433270.0,199925,19992547
1392091.0,09625U,09625U10
835324.0,861025,86102510
1528396.0,40171V,40171V10
354707.0,419870,41987010
1560385.0,531229,53122960
907254.0,804395,80439510
20520.0,35906A,35906A30
87347.0,970090,97009046
1260563.0,01883A,01883A10
1631574.0,Y95308,Y9530810
811532.0,150185,15018510
48898.0,443510,44351060
1679273.0,513272,51327210
1393052.0,131643,13164326
1637207.0,202113,202113
1585521.0,107162,10716200
1410636.0,030420,03042010
1379438.0,27829F,27829F10
1100663.0,464287,46428747
1002910.0,023608,02360810
1689873.0,38747R,38747R30
1811210.0,171439,17143910
1377936.0,80349A,80349A50
69422.0,458685,45868510
1802768.0,G7709Q,G7709Q10
1618921.0,931427,93142710
1803599.0,20602D,20602D10
42888.0,T941E8,T941E8
900075.0,152021,152021
1613859.0,69354M,69354M10
1320375.0,092501,09250110
1714899.0,24823R,24823R10
77543.0,901109,90110910
874766.0,416515,41651510
737758.0,891092,89109210
1698508.0,46136K,46136K10
1666700.0,26614N,26614N10
1623925.0,03676B,03676B10
1327567.0,697435,69743510
1124524.0,229050,22905030
1306965.0,308886,30888647
67716.0,552690,55269010
1650132.0,35086T,35086T10
1749723.0,644393,64439310
1728688.0,46571Y,46571Y10
1636519.0,55825T,55825T10
1598014.0,G47567,G4756710
1298699.0,6706ER,6706ER10
1458412.0,22766M,22766M10
1528811.0,92829B,92829B10
37996.0,345370,34537086
1435064.0,15130G,15130G60
1176948.0,03990B,03990B10
1566895.0,63947U,63947U10
1786842.0,928881,92888110
1760965.0,50050N,50050N10
895126.0,165167,16516774
315293.0,173073,17307328
1393818.0,09260D,09260D10
1100663.0,423653,42365351
6769.0,037411,03741110
1100663.0,46436e,46436e66
1116132.0,876030,87603010
816761.0,106677,10667767
764195.0,131759,13175944
768411.0,232517,23251710
1669162.0,49714P,49714P10
1611983.0,530307,53030730
933136.0,62482R,62482R10
1021860.0,637071,63707110
104169.0,123120,12312020
1403256.0,811246,81124610
1100663.0,46436e,46436e81
1705696.0,925652,92565210
927628.0,14040H,14040H10
1674862.0,044186,04418610
1037646.0,592688,59268810
1598674.0,147626,14762610
1021860.0,62955J,62955J10
1562401.0,194519,19451956
884887.0,116343,11634300
1326160.0,26441C,26441C20
783325.0,92939U,92939U10
1348036.0,05338G,05338G10
804116.0,780910,78091010
1752836.0,22304C,22304C10
1604778.0,74736K,74736K10
1737953.0,76029N,76029N10
928022.0,13123X,13123X50
1798100.0,64119V,64119V30
1680379.0,85917W,85917W10
929351.0,535919,53591950
1046568.0,71363P,71363P10
1415916.0,Y2745C,Y2745C10
1385613.0,G4095J,G4095J10
1402057.0,12514G,12514G10
1227500.0,29460X,29460X10
1596532.0,040413,04041310
1370880.0,118336,11833654
1697862.0,04016X,04016X10
1396277.0,12811L,12811L10
1611983.0,587777,587777
1662774.0,89549b,89549b35
1494259.0,141788,14178810
1739940.0,125523,12552310
1549922.0,866142,86614240
1701605.0,05722G,05722G10
1280784.0,427096,42709684
724004.0,59064R,59064R10
1261333.0,256163,25616310
1732845.0,228583,22858307
1639825.0,134190,13419068
1228454.0,055298,05529810
812128.0,800013,80001310
1807192.0,16955F,16955F10
1504461.0,62913M,62913M10
1434418.0,210373,21037310
1501825.0,41653l,41653l60
1601072.0,G0751N,G0751N10
1324424.0,30212P,30212P30
1051003.0,09255R,09255R20
1730168.0,11135F,11135F10
1272830.0,318683,31868338
25445.0,224399,22439910
1601548.0,867558,867558
1690820.0,146869,14686910
72903.0,466155,46615583
813828.0,92556H,92556H20
51143.0,459200,45920010
1720635.0,G6700G,G6700G10
109198.0,872540,87254010
925683.0,409735,40973520
1783180.0,14448C,14448C10
1487952.0,950538,950538
1217234.0,14167L,14167L10
719733.0,493144,49314410
1506307.0,150830,15083027
